origin,destination
"Honolulu,Hawaii,21.3250785,-157.8466442","Olympia,Washington,47.0451022,-122.89500749999999"
"Honolulu,Hawaii,21.3250785,-157.8466442","Charleston,West Virginia,38.3505995,-81.6332812"
"Honolulu,Hawaii,21.3250785,-157.8466442","Madison,Wisconsin,43.074760999999995,-89.3837613"
"Honolulu,Hawaii,21.3250785,-157.8466442","Cheyenne,Wyoming,41.14,-104.82"
"Boise,Idaho,43.61656,-116.20083500000001","Montgomery,Alabama,32.3669656,-86.3006485"
"Boise,Idaho,43.61656,-116.20083500000001","Juneau,Alaska,58.30194960000001,-134.419734"
"Boise,Idaho,43.61656,-116.20083500000001","Phoenix,Arizona,33.448586600000006,-112.0773456"
"Boise,Idaho,43.61656,-116.20083500000001","Little Rock,Arkansas,34.7464809,-92.2895948"
"Boise,Idaho,43.61656,-116.20083500000001","Sacramento,California,38.5815719,-121.49439960000001"
"Boise,Idaho,43.61656,-116.20083500000001","Denver,Colorado,39.7392364,-104.98486229999999"
"Boise,Idaho,43.61656,-116.20083500000001","Hartford,Connecticut,41.764582,-72.6908547"
"Boise,Idaho,43.61656,-116.20083500000001","Dover,Delaware,39.158167999999996,-75.5243682"
"Boise,Idaho,43.61656,-116.20083500000001","Tallahassee,Florida,30.4380832,-84.2809332"
"Boise,Idaho,43.61656,-116.20083500000001","Atlanta,Georgia,33.749098700000005,-84.39018490000001"
"Boise,Idaho,43.61656,-116.20083500000001","Honolulu,Hawaii,21.3250785,-157.8466442"
"Boise,Idaho,43.61656,-116.20083500000001","Boise,Idaho,43.61656,-116.20083500000001"
"Boise,Idaho,43.61656,-116.20083500000001","Springfield,Illinios,39.799749,-89.647463"
"Boise,Idaho,43.61656,-116.20083500000001","Indianapolis,Indiana,39.7683331,-86.1583502"
"Boise,Idaho,43.61656,-116.20083500000001","Des Monies,Iowa,41.587185999999996,-93.621949"
"Boise,Idaho,43.61656,-116.20083500000001","Topeka,Kansas,39.049011,-95.67755600000001"
"Boise,Idaho,43.61656,-116.20083500000001","Frankfort,Kentucky,38.2009055,-84.8732836"
"Boise,Idaho,43.61656,-116.20083500000001","Baton Rouge,Louisiana,30.445959600000002,-91.18738"
"Boise,Idaho,43.61656,-116.20083500000001","Augusta,Maine,44.310583,-69.779663"
"Boise,Idaho,43.61656,-116.20083500000001","Annapolis,Maryland,38.9786401,-76.492786"
"Boise,Idaho,43.61656,-116.20083500000001","Boston,Massachusetts,42.3602534,-71.0582912"
"Boise,Idaho,43.61656,-116.20083500000001","Lansing,Michigan,42.73377120000001,-84.5553805"
"Boise,Idaho,43.61656,-116.20083500000001","St. Paul,Minnesota,44.9504037,-93.10150259999999"
"Boise,Idaho,43.61656,-116.20083500000001","Jackson,Mississippi,32.29903839999999,-90.1847691"
"Boise,Idaho,43.61656,-116.20083500000001","Jefferson City,Missouri,38.577359,-92.1724265"
"Boise,Idaho,43.61656,-116.20083500000001","Helena,Montana,46.592712,-112.03610900000001"
"Boise,Idaho,43.61656,-116.20083500000001","Lincoln,Nebraska,40.8,-96.66782099999999"
"Boise,Idaho,43.61656,-116.20083500000001","Carson City,Neveda,39.169461,-119.766035"
"Boise,Idaho,43.61656,-116.20083500000001","Concord,New Hampshire,43.207178000000006,-71.537476"
"Boise,Idaho,43.61656,-116.20083500000001","Trenton,New Jersey,40.2170575,-74.7429463"
"Boise,Idaho,43.61656,-116.20083500000001","Santa Fe,New Mexico,35.68699960000001,-105.9377997"
"Boise,Idaho,43.61656,-116.20083500000001","Albany,New York,42.6511674,-73.754968"
"Boise,Idaho,43.61656,-116.20083500000001","Raleigh,North Carolina,35.7803977,-78.63909890000001"
"Boise,Idaho,43.61656,-116.20083500000001","Bismarck,North Dakota,46.808327,-100.783739"
"Boise,Idaho,43.61656,-116.20083500000001","Columbus,Ohio,39.9622601,-83.00070649999999"
"Boise,Idaho,43.61656,-116.20083500000001","Oklahoma City,Oklahoma,35.4729886,-97.5170536"
"Boise,Idaho,43.61656,-116.20083500000001","Salem,Oregon,44.9391565,-123.033121"
"Boise,Idaho,43.61656,-116.20083500000001","Harrisburg,Pennsylvania,40.266310700000005,-76.8861122"
"Boise,Idaho,43.61656,-116.20083500000001","Providence,Rhoda Island,41.824877,-71.413618"
"Boise,Idaho,43.61656,-116.20083500000001","Columbia,South Carolina,34.000749299999995,-81.03433129999999"
"Boise,Idaho,43.61656,-116.20083500000001","Pierre,South Dakoda,44.368431,-100.354013"
"Boise,Idaho,43.61656,-116.20083500000001","Nashville,Tennessee,36.1622296,-86.7743531"
"Boise,Idaho,43.61656,-116.20083500000001","Austin,Texas,30.2711286,-97.7436995"
"Boise,Idaho,43.61656,-116.20083500000001","Salt Lake City,Utah,40.7670126,-111.89043079999999"
"Boise,Idaho,43.61656,-116.20083500000001","Montpelier,Vermont,44.260445000000004,-72.575684"
"Boise,Idaho,43.61656,-116.20083500000001","Richmond,Virginia,37.53850870000001,-77.43428"
"Boise,Idaho,43.61656,-116.20083500000001","Olympia,Washington,47.0451022,-122.89500749999999"
"Boise,Idaho,43.61656,-116.20083500000001","Charleston,West Virginia,38.3505995,-81.6332812"
"Boise,Idaho,43.61656,-116.20083500000001","Madison,Wisconsin,43.074760999999995,-89.3837613"
"Boise,Idaho,43.61656,-116.20083500000001","Cheyenne,Wyoming,41.14,-104.82"
"Springfield,Illinios,39.799749,-89.647463","Montgomery,Alabama,32.3669656,-86.3006485"
"Springfield,Illinios,39.799749,-89.647463","Juneau,Alaska,58.30194960000001,-134.419734"
"Springfield,Illinios,39.799749,-89.647463","Phoenix,Arizona,33.448586600000006,-112.0773456"
"Springfield,Illinios,39.799749,-89.647463","Little Rock,Arkansas,34.7464809,-92.2895948"
"Springfield,Illinios,39.799749,-89.647463","Sacramento,California,38.5815719,-121.49439960000001"
"Springfield,Illinios,39.799749,-89.647463","Denver,Colorado,39.7392364,-104.98486229999999"
"Springfield,Illinios,39.799749,-89.647463","Hartford,Connecticut,41.764582,-72.6908547"
"Springfield,Illinios,39.799749,-89.647463","Dover,Delaware,39.158167999999996,-75.5243682"
"Springfield,Illinios,39.799749,-89.647463","Tallahassee,Florida,30.4380832,-84.2809332"
"Springfield,Illinios,39.799749,-89.647463","Atlanta,Georgia,33.749098700000005,-84.39018490000001"
"Springfield,Illinios,39.799749,-89.647463","Honolulu,Hawaii,21.3250785,-157.8466442"
"Springfield,Illinios,39.799749,-89.647463","Boise,Idaho,43.61656,-116.20083500000001"
"Springfield,Illinios,39.799749,-89.647463","Springfield,Illinios,39.799749,-89.647463"
"Springfield,Illinios,39.799749,-89.647463","Indianapolis,Indiana,39.7683331,-86.1583502"
"Springfield,Illinios,39.799749,-89.647463","Des Monies,Iowa,41.587185999999996,-93.621949"
"Springfield,Illinios,39.799749,-89.647463","Topeka,Kansas,39.049011,-95.67755600000001"
"Springfield,Illinios,39.799749,-89.647463","Frankfort,Kentucky,38.2009055,-84.8732836"
"Springfield,Illinios,39.799749,-89.647463","Baton Rouge,Louisiana,30.445959600000002,-91.18738"
"Springfield,Illinios,39.799749,-89.647463","Augusta,Maine,44.310583,-69.779663"
"Springfield,Illinios,39.799749,-89.647463","Annapolis,Maryland,38.9786401,-76.492786"
"Springfield,Illinios,39.799749,-89.647463","Boston,Massachusetts,42.3602534,-71.0582912"
"Springfield,Illinios,39.799749,-89.647463","Lansing,Michigan,42.73377120000001,-84.5553805"
"Springfield,Illinios,39.799749,-89.647463","St. Paul,Minnesota,44.9504037,-93.10150259999999"
"Springfield,Illinios,39.799749,-89.647463","Jackson,Mississippi,32.29903839999999,-90.1847691"
"Springfield,Illinios,39.799749,-89.647463","Jefferson City,Missouri,38.577359,-92.1724265"
"Springfield,Illinios,39.799749,-89.647463","Helena,Montana,46.592712,-112.03610900000001"
"Springfield,Illinios,39.799749,-89.647463","Lincoln,Nebraska,40.8,-96.66782099999999"
"Springfield,Illinios,39.799749,-89.647463","Carson City,Neveda,39.169461,-119.766035"
"Springfield,Illinios,39.799749,-89.647463","Concord,New Hampshire,43.207178000000006,-71.537476"
"Springfield,Illinios,39.799749,-89.647463","Trenton,New Jersey,40.2170575,-74.7429463"
"Springfield,Illinios,39.799749,-89.647463","Santa Fe,New Mexico,35.68699960000001,-105.9377997"
"Springfield,Illinios,39.799749,-89.647463","Albany,New York,42.6511674,-73.754968"
"Springfield,Illinios,39.799749,-89.647463","Raleigh,North Carolina,35.7803977,-78.63909890000001"
"Springfield,Illinios,39.799749,-89.647463","Bismarck,North Dakota,46.808327,-100.783739"
"Springfield,Illinios,39.799749,-89.647463","Columbus,Ohio,39.9622601,-83.00070649999999"
"Springfield,Illinios,39.799749,-89.647463","Oklahoma City,Oklahoma,35.4729886,-97.5170536"
"Springfield,Illinios,39.799749,-89.647463","Salem,Oregon,44.9391565,-123.033121"
"Springfield,Illinios,39.799749,-89.647463","Harrisburg,Pennsylvania,40.266310700000005,-76.8861122"
"Springfield,Illinios,39.799749,-89.647463","Providence,Rhoda Island,41.824877,-71.413618"
"Springfield,Illinios,39.799749,-89.647463","Columbia,South Carolina,34.000749299999995,-81.03433129999999"
"Springfield,Illinios,39.799749,-89.647463","Pierre,South Dakoda,44.368431,-100.354013"
"Springfield,Illinios,39.799749,-89.647463","Nashville,Tennessee,36.1622296,-86.7743531"
"Springfield,Illinios,39.799749,-89.647463","Austin,Texas,30.2711286,-97.7436995"
"Springfield,Illinios,39.799749,-89.647463","Salt Lake City,Utah,40.7670126,-111.89043079999999"
"Springfield,Illinios,39.799749,-89.647463","Montpelier,Vermont,44.260445000000004,-72.575684"
"Springfield,Illinios,39.799749,-89.647463","Richmond,Virginia,37.53850870000001,-77.43428"
"Springfield,Illinios,39.799749,-89.647463","Olympia,Washington,47.0451022,-122.89500749999999"
"Springfield,Illinios,39.799749,-89.647463","Charleston,West Virginia,38.3505995,-81.6332812"
"Springfield,Illinios,39.799749,-89.647463","Madison,Wisconsin,43.074760999999995,-89.3837613"
"Springfield,Illinios,39.799749,-89.647463","Cheyenne,Wyoming,41.14,-104.82"
"Indianapolis,Indiana,39.7683331,-86.1583502","Montgomery,Alabama,32.3669656,-86.3006485"
"Indianapolis,Indiana,39.7683331,-86.1583502","Juneau,Alaska,58.30194960000001,-134.419734"
"Indianapolis,Indiana,39.7683331,-86.1583502","Phoenix,Arizona,33.448586600000006,-112.0773456"
"Indianapolis,Indiana,39.7683331,-86.1583502","Little Rock,Arkansas,34.7464809,-92.2895948"
"Indianapolis,Indiana,39.7683331,-86.1583502","Sacramento,California,38.5815719,-121.49439960000001"
"Indianapolis,Indiana,39.7683331,-86.1583502","Denver,Colorado,39.7392364,-104.98486229999999"
"Indianapolis,Indiana,39.7683331,-86.1583502","Hartford,Connecticut,41.764582,-72.6908547"
"Indianapolis,Indiana,39.7683331,-86.1583502","Dover,Delaware,39.158167999999996,-75.5243682"
"Indianapolis,Indiana,39.7683331,-86.1583502","Tallahassee,Florida,30.4380832,-84.2809332"
"Indianapolis,Indiana,39.7683331,-86.1583502","Atlanta,Georgia,33.749098700000005,-84.39018490000001"
"Indianapolis,Indiana,39.7683331,-86.1583502","Honolulu,Hawaii,21.3250785,-157.8466442"
"Indianapolis,Indiana,39.7683331,-86.1583502","Boise,Idaho,43.61656,-116.20083500000001"
"Indianapolis,Indiana,39.7683331,-86.1583502","Springfield,Illinios,39.799749,-89.647463"
"Indianapolis,Indiana,39.7683331,-86.1583502","Indianapolis,Indiana,39.7683331,-86.1583502"
"Indianapolis,Indiana,39.7683331,-86.1583502","Des Monies,Iowa,41.587185999999996,-93.621949"
"Indianapolis,Indiana,39.7683331,-86.1583502","Topeka,Kansas,39.049011,-95.67755600000001"
"Indianapolis,Indiana,39.7683331,-86.1583502","Frankfort,Kentucky,38.2009055,-84.8732836"
"Indianapolis,Indiana,39.7683331,-86.1583502","Baton Rouge,Louisiana,30.445959600000002,-91.18738"
"Indianapolis,Indiana,39.7683331,-86.1583502","Augusta,Maine,44.310583,-69.779663"
"Indianapolis,Indiana,39.7683331,-86.1583502","Annapolis,Maryland,38.9786401,-76.492786"
"Indianapolis,Indiana,39.7683331,-86.1583502","Boston,Massachusetts,42.3602534,-71.0582912"
"Indianapolis,Indiana,39.7683331,-86.1583502","Lansing,Michigan,42.73377120000001,-84.5553805"
"Indianapolis,Indiana,39.7683331,-86.1583502","St. Paul,Minnesota,44.9504037,-93.10150259999999"
"Indianapolis,Indiana,39.7683331,-86.1583502","Jackson,Mississippi,32.29903839999999,-90.1847691"
"Indianapolis,Indiana,39.7683331,-86.1583502","Jefferson City,Missouri,38.577359,-92.1724265"
"Indianapolis,Indiana,39.7683331,-86.1583502","Helena,Montana,46.592712,-112.03610900000001"
"Indianapolis,Indiana,39.7683331,-86.1583502","Lincoln,Nebraska,40.8,-96.66782099999999"
"Indianapolis,Indiana,39.7683331,-86.1583502","Carson City,Neveda,39.169461,-119.766035"
"Indianapolis,Indiana,39.7683331,-86.1583502","Concord,New Hampshire,43.207178000000006,-71.537476"
"Indianapolis,Indiana,39.7683331,-86.1583502","Trenton,New Jersey,40.2170575,-74.7429463"
"Indianapolis,Indiana,39.7683331,-86.1583502","Santa Fe,New Mexico,35.68699960000001,-105.9377997"
"Indianapolis,Indiana,39.7683331,-86.1583502","Albany,New York,42.6511674,-73.754968"
"Indianapolis,Indiana,39.7683331,-86.1583502","Raleigh,North Carolina,35.7803977,-78.63909890000001"
"Indianapolis,Indiana,39.7683331,-86.1583502","Bismarck,North Dakota,46.808327,-100.783739"
"Indianapolis,Indiana,39.7683331,-86.1583502","Columbus,Ohio,39.9622601,-83.00070649999999"
"Indianapolis,Indiana,39.7683331,-86.1583502","Oklahoma City,Oklahoma,35.4729886,-97.5170536"
"Indianapolis,Indiana,39.7683331,-86.1583502","Salem,Oregon,44.9391565,-123.033121"
"Indianapolis,Indiana,39.7683331,-86.1583502","Harrisburg,Pennsylvania,40.266310700000005,-76.8861122"
"Indianapolis,Indiana,39.7683331,-86.1583502","Providence,Rhoda Island,41.824877,-71.413618"
"Indianapolis,Indiana,39.7683331,-86.1583502","Columbia,South Carolina,34.000749299999995,-81.03433129999999"
"Indianapolis,Indiana,39.7683331,-86.1583502","Pierre,South Dakoda,44.368431,-100.354013"
"Indianapolis,Indiana,39.7683331,-86.1583502","Nashville,Tennessee,36.1622296,-86.7743531"
"Indianapolis,Indiana,39.7683331,-86.1583502","Austin,Texas,30.2711286,-97.7436995"
"Indianapolis,Indiana,39.7683331,-86.1583502","Salt Lake City,Utah,40.7670126,-111.89043079999999"
"Indianapolis,Indiana,39.7683331,-86.1583502","Montpelier,Vermont,44.260445000000004,-72.575684"
"Indianapolis,Indiana,39.7683331,-86.1583502","Richmond,Virginia,37.53850870000001,-77.43428"
"Indianapolis,Indiana,39.7683331,-86.1583502","Olympia,Washington,47.0451022,-122.89500749999999"
"Indianapolis,Indiana,39.7683331,-86.1583502","Charleston,West Virginia,38.3505995,-81.6332812"
"Indianapolis,Indiana,39.7683331,-86.1583502","Madison,Wisconsin,43.074760999999995,-89.3837613"
"Indianapolis,Indiana,39.7683331,-86.1583502","Cheyenne,Wyoming,41.14,-104.82"
"Des Monies,Iowa,41.587185999999996,-93.621949","Montgomery,Alabama,32.3669656,-86.3006485"
"Des Monies,Iowa,41.587185999999996,-93.621949","Juneau,Alaska,58.30194960000001,-134.419734"
"Des Monies,Iowa,41.587185999999996,-93.621949","Phoenix,Arizona,33.448586600000006,-112.0773456"
"Des Monies,Iowa,41.587185999999996,-93.621949","Little Rock,Arkansas,34.7464809,-92.2895948"
"Des Monies,Iowa,41.587185999999996,-93.621949","Sacramento,California,38.5815719,-121.49439960000001"
"Des Monies,Iowa,41.587185999999996,-93.621949","Denver,Colorado,39.7392364,-104.98486229999999"
"Des Monies,Iowa,41.587185999999996,-93.621949","Hartford,Connecticut,41.764582,-72.6908547"
"Des Monies,Iowa,41.587185999999996,-93.621949","Dover,Delaware,39.158167999999996,-75.5243682"
"Des Monies,Iowa,41.587185999999996,-93.621949","Tallahassee,Florida,30.4380832,-84.2809332"
"Des Monies,Iowa,41.587185999999996,-93.621949","Atlanta,Georgia,33.749098700000005,-84.39018490000001"
"Des Monies,Iowa,41.587185999999996,-93.621949","Honolulu,Hawaii,21.3250785,-157.8466442"
"Des Monies,Iowa,41.587185999999996,-93.621949","Boise,Idaho,43.61656,-116.20083500000001"
"Des Monies,Iowa,41.587185999999996,-93.621949","Springfield,Illinios,39.799749,-89.647463"
"Des Monies,Iowa,41.587185999999996,-93.621949","Indianapolis,Indiana,39.7683331,-86.1583502"
"Des Monies,Iowa,41.587185999999996,-93.621949","Des Monies,Iowa,41.587185999999996,-93.621949"
"Des Monies,Iowa,41.587185999999996,-93.621949","Topeka,Kansas,39.049011,-95.67755600000001"
"Des Monies,Iowa,41.587185999999996,-93.621949","Frankfort,Kentucky,38.2009055,-84.8732836"
"Des Monies,Iowa,41.587185999999996,-93.621949","Baton Rouge,Louisiana,30.445959600000002,-91.18738"
"Des Monies,Iowa,41.587185999999996,-93.621949","Augusta,Maine,44.310583,-69.779663"
"Des Monies,Iowa,41.587185999999996,-93.621949","Annapolis,Maryland,38.9786401,-76.492786"
"Des Monies,Iowa,41.587185999999996,-93.621949","Boston,Massachusetts,42.3602534,-71.0582912"
"Des Monies,Iowa,41.587185999999996,-93.621949","Lansing,Michigan,42.73377120000001,-84.5553805"
"Des Monies,Iowa,41.587185999999996,-93.621949","St. Paul,Minnesota,44.9504037,-93.10150259999999"
"Des Monies,Iowa,41.587185999999996,-93.621949","Jackson,Mississippi,32.29903839999999,-90.1847691"
"Des Monies,Iowa,41.587185999999996,-93.621949","Jefferson City,Missouri,38.577359,-92.1724265"
"Des Monies,Iowa,41.587185999999996,-93.621949","Helena,Montana,46.592712,-112.03610900000001"
"Des Monies,Iowa,41.587185999999996,-93.621949","Lincoln,Nebraska,40.8,-96.66782099999999"
"Des Monies,Iowa,41.587185999999996,-93.621949","Carson City,Neveda,39.169461,-119.766035"
"Des Monies,Iowa,41.587185999999996,-93.621949","Concord,New Hampshire,43.207178000000006,-71.537476"
"Des Monies,Iowa,41.587185999999996,-93.621949","Trenton,New Jersey,40.2170575,-74.7429463"
"Des Monies,Iowa,41.587185999999996,-93.621949","Santa Fe,New Mexico,35.68699960000001,-105.9377997"
"Des Monies,Iowa,41.587185999999996,-93.621949","Albany,New York,42.6511674,-73.754968"
"Des Monies,Iowa,41.587185999999996,-93.621949","Raleigh,North Carolina,35.7803977,-78.63909890000001"
"Des Monies,Iowa,41.587185999999996,-93.621949","Bismarck,North Dakota,46.808327,-100.783739"
"Des Monies,Iowa,41.587185999999996,-93.621949","Columbus,Ohio,39.9622601,-83.00070649999999"
"Des Monies,Iowa,41.587185999999996,-93.621949","Oklahoma City,Oklahoma,35.4729886,-97.5170536"
"Des Monies,Iowa,41.587185999999996,-93.621949","Salem,Oregon,44.9391565,-123.033121"
"Des Monies,Iowa,41.587185999999996,-93.621949","Harrisburg,Pennsylvania,40.266310700000005,-76.8861122"
"Des Monies,Iowa,41.587185999999996,-93.621949","Providence,Rhoda Island,41.824877,-71.413618"
"Des Monies,Iowa,41.587185999999996,-93.621949","Columbia,South Carolina,34.000749299999995,-81.03433129999999"
"Des Monies,Iowa,41.587185999999996,-93.621949","Pierre,South Dakoda,44.368431,-100.354013"
"Des Monies,Iowa,41.587185999999996,-93.621949","Nashville,Tennessee,36.1622296,-86.7743531"
"Des Monies,Iowa,41.587185999999996,-93.621949","Austin,Texas,30.2711286,-97.7436995"
"Des Monies,Iowa,41.587185999999996,-93.621949","Salt Lake City,Utah,40.7670126,-111.89043079999999"
"Des Monies,Iowa,41.587185999999996,-93.621949","Montpelier,Vermont,44.260445000000004,-72.575684"
"Des Monies,Iowa,41.587185999999996,-93.621949","Richmond,Virginia,37.53850870000001,-77.43428"
"Des Monies,Iowa,41.587185999999996,-93.621949","Olympia,Washington,47.0451022,-122.89500749999999"
"Des Monies,Iowa,41.587185999999996,-93.621949","Charleston,West Virginia,38.3505995,-81.6332812"
"Des Monies,Iowa,41.587185999999996,-93.621949","Madison,Wisconsin,43.074760999999995,-89.3837613"
"Des Monies,Iowa,41.587185999999996,-93.621949","Cheyenne,Wyoming,41.14,-104.82"
"Topeka,Kansas,39.049011,-95.67755600000001","Montgomery,Alabama,32.3669656,-86.3006485"
"Topeka,Kansas,39.049011,-95.67755600000001","Juneau,Alaska,58.30194960000001,-134.419734"
"Topeka,Kansas,39.049011,-95.67755600000001","Phoenix,Arizona,33.448586600000006,-112.0773456"
"Topeka,Kansas,39.049011,-95.67755600000001","Little Rock,Arkansas,34.7464809,-92.2895948"
"Topeka,Kansas,39.049011,-95.67755600000001","Sacramento,California,38.5815719,-121.49439960000001"
"Topeka,Kansas,39.049011,-95.67755600000001","Denver,Colorado,39.7392364,-104.98486229999999"
"Topeka,Kansas,39.049011,-95.67755600000001","Hartford,Connecticut,41.764582,-72.6908547"
"Topeka,Kansas,39.049011,-95.67755600000001","Dover,Delaware,39.158167999999996,-75.5243682"
"Topeka,Kansas,39.049011,-95.67755600000001","Tallahassee,Florida,30.4380832,-84.2809332"
"Topeka,Kansas,39.049011,-95.67755600000001","Atlanta,Georgia,33.749098700000005,-84.39018490000001"
"Topeka,Kansas,39.049011,-95.67755600000001","Honolulu,Hawaii,21.3250785,-157.8466442"
"Topeka,Kansas,39.049011,-95.67755600000001","Boise,Idaho,43.61656,-116.20083500000001"
"Topeka,Kansas,39.049011,-95.67755600000001","Springfield,Illinios,39.799749,-89.647463"
"Topeka,Kansas,39.049011,-95.67755600000001","Indianapolis,Indiana,39.7683331,-86.1583502"
"Topeka,Kansas,39.049011,-95.67755600000001","Des Monies,Iowa,41.587185999999996,-93.621949"
"Topeka,Kansas,39.049011,-95.67755600000001","Topeka,Kansas,39.049011,-95.67755600000001"
"Topeka,Kansas,39.049011,-95.67755600000001","Frankfort,Kentucky,38.2009055,-84.8732836"
"Topeka,Kansas,39.049011,-95.67755600000001","Baton Rouge,Louisiana,30.445959600000002,-91.18738"
"Topeka,Kansas,39.049011,-95.67755600000001","Augusta,Maine,44.310583,-69.779663"
"Topeka,Kansas,39.049011,-95.67755600000001","Annapolis,Maryland,38.9786401,-76.492786"
"Topeka,Kansas,39.049011,-95.67755600000001","Boston,Massachusetts,42.3602534,-71.0582912"
"Topeka,Kansas,39.049011,-95.67755600000001","Lansing,Michigan,42.73377120000001,-84.5553805"
"Topeka,Kansas,39.049011,-95.67755600000001","St. Paul,Minnesota,44.9504037,-93.10150259999999"
"Topeka,Kansas,39.049011,-95.67755600000001","Jackson,Mississippi,32.29903839999999,-90.1847691"
"Topeka,Kansas,39.049011,-95.67755600000001","Jefferson City,Missouri,38.577359,-92.1724265"
"Topeka,Kansas,39.049011,-95.67755600000001","Helena,Montana,46.592712,-112.03610900000001"
"Topeka,Kansas,39.049011,-95.67755600000001","Lincoln,Nebraska,40.8,-96.66782099999999"
"Topeka,Kansas,39.049011,-95.67755600000001","Carson City,Neveda,39.169461,-119.766035"
"Topeka,Kansas,39.049011,-95.67755600000001","Concord,New Hampshire,43.207178000000006,-71.537476"
"Topeka,Kansas,39.049011,-95.67755600000001","Trenton,New Jersey,40.2170575,-74.7429463"
"Topeka,Kansas,39.049011,-95.67755600000001","Santa Fe,New Mexico,35.68699960000001,-105.9377997"
"Topeka,Kansas,39.049011,-95.67755600000001","Albany,New York,42.6511674,-73.754968"
"Topeka,Kansas,39.049011,-95.67755600000001","Raleigh,North Carolina,35.7803977,-78.63909890000001"
"Topeka,Kansas,39.049011,-95.67755600000001","Bismarck,North Dakota,46.808327,-100.783739"
"Topeka,Kansas,39.049011,-95.67755600000001","Columbus,Ohio,39.9622601,-83.00070649999999"
"Topeka,Kansas,39.049011,-95.67755600000001","Oklahoma City,Oklahoma,35.4729886,-97.5170536"
"Topeka,Kansas,39.049011,-95.67755600000001","Salem,Oregon,44.9391565,-123.033121"
"Topeka,Kansas,39.049011,-95.67755600000001","Harrisburg,Pennsylvania,40.266310700000005,-76.8861122"
"Topeka,Kansas,39.049011,-95.67755600000001","Providence,Rhoda Island,41.824877,-71.413618"
"Topeka,Kansas,39.049011,-95.67755600000001","Columbia,South Carolina,34.000749299999995,-81.03433129999999"
"Topeka,Kansas,39.049011,-95.67755600000001","Pierre,South Dakoda,44.368431,-100.354013"
"Topeka,Kansas,39.049011,-95.67755600000001","Nashville,Tennessee,36.1622296,-86.7743531"
"Topeka,Kansas,39.049011,-95.67755600000001","Austin,Texas,30.2711286,-97.7436995"
"Topeka,Kansas,39.049011,-95.67755600000001","Salt Lake City,Utah,40.7670126,-111.89043079999999"
"Topeka,Kansas,39.049011,-95.67755600000001","Montpelier,Vermont,44.260445000000004,-72.575684"
"Topeka,Kansas,39.049011,-95.67755600000001","Richmond,Virginia,37.53850870000001,-77.43428"
"Topeka,Kansas,39.049011,-95.67755600000001","Olympia,Washington,47.0451022,-122.89500749999999"
"Topeka,Kansas,39.049011,-95.67755600000001","Charleston,West Virginia,38.3505995,-81.6332812"
"Topeka,Kansas,39.049011,-95.67755600000001","Madison,Wisconsin,43.074760999999995,-89.3837613"
"Topeka,Kansas,39.049011,-95.67755600000001","Cheyenne,Wyoming,41.14,-104.82"
"Frankfort,Kentucky,38.2009055,-84.8732836","Montgomery,Alabama,32.3669656,-86.3006485"
"Frankfort,Kentucky,38.2009055,-84.8732836","Juneau,Alaska,58.30194960000001,-134.419734"
"Frankfort,Kentucky,38.2009055,-84.8732836","Phoenix,Arizona,33.448586600000006,-112.0773456"
"Frankfort,Kentucky,38.2009055,-84.8732836","Little Rock,Arkansas,34.7464809,-92.2895948"
"Frankfort,Kentucky,38.2009055,-84.8732836","Sacramento,California,38.5815719,-121.49439960000001"
"Frankfort,Kentucky,38.2009055,-84.8732836","Denver,Colorado,39.7392364,-104.98486229999999"
"Frankfort,Kentucky,38.2009055,-84.8732836","Hartford,Connecticut,41.764582,-72.6908547"
"Frankfort,Kentucky,38.2009055,-84.8732836","Dover,Delaware,39.158167999999996,-75.5243682"
"Frankfort,Kentucky,38.2009055,-84.8732836","Tallahassee,Florida,30.4380832,-84.2809332"
"Frankfort,Kentucky,38.2009055,-84.8732836","Atlanta,Georgia,33.749098700000005,-84.39018490000001"
"Frankfort,Kentucky,38.2009055,-84.8732836","Honolulu,Hawaii,21.3250785,-157.8466442"
"Frankfort,Kentucky,38.2009055,-84.8732836","Boise,Idaho,43.61656,-116.20083500000001"
"Frankfort,Kentucky,38.2009055,-84.8732836","Springfield,Illinios,39.799749,-89.647463"
"Frankfort,Kentucky,38.2009055,-84.8732836","Indianapolis,Indiana,39.7683331,-86.1583502"
"Frankfort,Kentucky,38.2009055,-84.8732836","Des Monies,Iowa,41.587185999999996,-93.621949"
"Frankfort,Kentucky,38.2009055,-84.8732836","Topeka,Kansas,39.049011,-95.67755600000001"
"Frankfort,Kentucky,38.2009055,-84.8732836","Frankfort,Kentucky,38.2009055,-84.8732836"
"Frankfort,Kentucky,38.2009055,-84.8732836","Baton Rouge,Louisiana,30.445959600000002,-91.18738"
"Frankfort,Kentucky,38.2009055,-84.8732836","Augusta,Maine,44.310583,-69.779663"
"Frankfort,Kentucky,38.2009055,-84.8732836","Annapolis,Maryland,38.9786401,-76.492786"
"Frankfort,Kentucky,38.2009055,-84.8732836","Boston,Massachusetts,42.3602534,-71.0582912"
"Frankfort,Kentucky,38.2009055,-84.8732836","Lansing,Michigan,42.73377120000001,-84.5553805"
"Frankfort,Kentucky,38.2009055,-84.8732836","St. Paul,Minnesota,44.9504037,-93.10150259999999"
"Frankfort,Kentucky,38.2009055,-84.8732836","Jackson,Mississippi,32.29903839999999,-90.1847691"
"Frankfort,Kentucky,38.2009055,-84.8732836","Jefferson City,Missouri,38.577359,-92.1724265"
